method,layer_idx,alpha,mode,accuracy,labels,probs,steering_vector_path
pca,30,4.0,both,0.6363636363636364,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0.7297560572624207, 0.9436453580856323, 0.9968799352645874, 0.043537430465221405, 0.8856005072593689, 0.46540457010269165, 0.680575966835022, 0.510882556438446, 0.12094597518444061, 0.39447563886642456, 0.35248512029647827, 0.6945471167564392, 0.28515902161598206, 0.7960976362228394, 0.3308979868888855, 0.11337150633335114, 0.5016999244689941, 0.6543932557106018, 0.16336186230182648, 0.4774128198623657, 0.3959714472293854, 0.8232600092887878, 0.8259541392326355, 0.25710439682006836, 0.39297136664390564, 0.8967810273170471, 0.47165191173553467, 0.7697101831436157, 0.7984769344329834, 0.5269718170166016, 0.9500268697738647, 0.7190951704978943, 0.47421693801879883, 0.5242039561271667, 0.5762085318565369, 0.3777834177017212, 0.7465274930000305, 0.6402770280838013, 0.9093914031982422, 0.7950140237808228, 0.9729120135307312, 0.5891597270965576, 0.232223242521286, 0.4976816475391388, 0.4520416855812073, 0.5318034887313843, 0.8147931098937988, 0.6153508424758911, 0.8417118191719055, 0.9432675242424011, 0.26638299226760864, 0.560029923915863, 0.6867726445198059, 0.20361782610416412, 0.6021113991737366, 0.5680007338523865, 0.8262926340103149, 0.19368089735507965, 0.4491451382637024, 0.2763139307498932, 0.7537981271743774, 0.42656558752059937, 0.932459831237793, 0.45514896512031555, 0.7755958437919617, 0.7085191607475281, 0.8004693984985352, 0.6664666533470154, 0.1778002828359604, 0.7879602313041687, 0.724664032459259, 0.5089297294616699, 0.5452240109443665, 0.2564601004123688, 0.8895469903945923, 0.8982042670249939, 0.5524345636367798]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_pca_layer30_alpha4.0_both.npy
pca,30,6.0,both,0.6233766233766234,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0.735348105430603, 0.9358521699905396, 0.9955217838287354, 0.035613443702459335, 0.8902365565299988, 0.4659152328968048, 0.6557055711746216, 0.4999852180480957, 0.15970787405967712, 0.3872430622577667, 0.3202087879180908, 0.6682454347610474, 0.3188870847225189, 0.7445709705352783, 0.33628398180007935, 0.14599959552288055, 0.45677557587623596, 0.6608973145484924, 0.1652390956878662, 0.47129976749420166, 0.39841628074645996, 0.805120050907135, 0.8023366928100586, 0.3515204191207886, 0.40127527713775635, 0.9107441306114197, 0.45823150873184204, 0.7453457117080688, 0.7875854969024658, 0.523280918598175, 0.9493361711502075, 0.7293496131896973, 0.46478626132011414, 0.5729589462280273, 0.6015108227729797, 0.4425064027309418, 0.7552067041397095, 0.6368420124053955, 0.9229673147201538, 0.7946739196777344, 0.9771459102630615, 0.5984212756156921, 0.2565363049507141, 0.5171855688095093, 0.39791375398635864, 0.5406794548034668, 0.8114098310470581, 0.6298842430114746, 0.8721999526023865, 0.9293863773345947, 0.2825964391231537, 0.5730000138282776, 0.6898955702781677, 0.20701144635677338, 0.5895451307296753, 0.5912238359451294, 0.8132787942886353, 0.21331411600112915, 0.42620986700057983, 0.3122176229953766, 0.7769209146499634, 0.4258129596710205, 0.9510210752487183, 0.4525279104709625, 0.8252244591712952, 0.6928011178970337, 0.8056575655937195, 0.6503640413284302, 0.175226092338562, 0.8043437600135803, 0.626510739326477, 0.5307695269584656, 0.5140656232833862, 0.22253873944282532, 0.8862841725349426, 0.9170811176300049, 0.5772067904472351]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_pca_layer30_alpha6.0_both.npy
pca,30,8.0,both,0.6103896103896104,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.7274035811424255, 0.9275896549224854, 0.9932488203048706, 0.028658825904130936, 0.8977404832839966, 0.44099295139312744, 0.6418517231941223, 0.49540820717811584, 0.22038781642913818, 0.37270587682724, 0.30286186933517456, 0.6154071092605591, 0.35984840989112854, 0.6918439269065857, 0.3509260416030884, 0.1649351716041565, 0.42048293352127075, 0.6619847416877747, 0.1754598468542099, 0.46586352586746216, 0.404401570558548, 0.7899901866912842, 0.7823953032493591, 0.3912966847419739, 0.4070127308368683, 0.9049679040908813, 0.4368411898612976, 0.7349907159805298, 0.773824155330658, 0.5010454654693604, 0.9508780241012573, 0.7328084707260132, 0.4530791640281677, 0.6087912321090698, 0.6239758729934692, 0.4973819851875305, 0.7628069519996643, 0.6221444010734558, 0.9214286208152771, 0.7967642545700073, 0.9802708625793457, 0.607369601726532, 0.27721914649009705, 0.5306079983711243, 0.34914058446884155, 0.5431633591651917, 0.8167856931686401, 0.6421024799346924, 0.8998152017593384, 0.9132814407348633, 0.30369287729263306, 0.5849664211273193, 0.6919547319412231, 0.2203788161277771, 0.5827229619026184, 0.6012842655181885, 0.7955787181854248, 0.2233065962791443, 0.41266632080078125, 0.3401162922382355, 0.7819002270698547, 0.4347420334815979, 0.9588147401809692, 0.4764062166213989, 0.8527445197105408, 0.6807111501693726, 0.7969672083854675, 0.6712555289268494, 0.17484134435653687, 0.8124101758003235, 0.5562861561775208, 0.537605881690979, 0.49587517976760864, 0.19761043787002563, 0.8868741393089294, 0.9297025799751282, 0.5878123044967651]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_pca_layer30_alpha8.0_both.npy
pca,31,2.0,both,0.6233766233766234,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[0.6776994466781616, 0.9559810757637024, 0.9979283809661865, 0.054393429309129715, 0.8480262756347656, 0.40195921063423157, 0.7189229130744934, 0.536626398563385, 0.11792800575494766, 0.39206036925315857, 0.43227967619895935, 0.6676705479621887, 0.25586262345314026, 0.8549407124519348, 0.35352280735969543, 0.07656107097864151, 0.564188539981842, 0.6359783411026001, 0.17519357800483704, 0.45814839005470276, 0.40950676798820496, 0.8373429775238037, 0.8169206976890564, 0.07355382293462753, 0.339995801448822, 0.8028319478034973, 0.5016522407531738, 0.8322778940200806, 0.7706124782562256, 0.4401412010192871, 0.9457516074180603, 0.6568302512168884, 0.49174240231513977, 0.43677547574043274, 0.5668776035308838, 0.3207028806209564, 0.7525947690010071, 0.5078666806221008, 0.8327659368515015, 0.7902033925056458, 0.9562634825706482, 0.5948551297187805, 0.19625785946846008, 0.5154532194137573, 0.5121865272521973, 0.48512133955955505, 0.8060693144798279, 0.5361544489860535, 0.7855048179626465, 0.9504550695419312, 0.24517148733139038, 0.5566165447235107, 0.6868777275085449, 0.22292771935462952, 0.6118037700653076, 0.5593436360359192, 0.8352007269859314, 0.16105563938617706, 0.4655179977416992, 0.24661946296691895, 0.701722264289856, 0.45081692934036255, 0.8580842614173889, 0.5429181456565857, 0.6694309115409851, 0.7552299499511719, 0.801153302192688, 0.7615886926651001, 0.1955682784318924, 0.7087971568107605, 0.8637376427650452, 0.4196080267429352, 0.5858566164970398, 0.29986268281936646, 0.8940262198448181, 0.8437203764915466, 0.48144811391830444]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_pca_layer31_alpha2.0_both.npy
pca,31,4.0,both,0.5974025974025974,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[0.644819438457489, 0.9599859714508057, 0.9985174536705017, 0.05826614424586296, 0.8560689091682434, 0.4008936583995819, 0.7120312452316284, 0.5360463261604309, 0.12398950755596161, 0.38775327801704407, 0.45747944712638855, 0.6784883737564087, 0.24745354056358337, 0.8726857304573059, 0.3827505111694336, 0.063870370388031, 0.5374202728271484, 0.6305147409439087, 0.16595210134983063, 0.4766862094402313, 0.3913891315460205, 0.8581750392913818, 0.809938907623291, 0.06566133350133896, 0.3434913754463196, 0.8139880895614624, 0.492827445268631, 0.8451959490776062, 0.7695544362068176, 0.4124622046947479, 0.950647234916687, 0.6501896977424622, 0.484418660402298, 0.4552133083343506, 0.5806707143783569, 0.2910524904727936, 0.7571465373039246, 0.4940173923969269, 0.8415012359619141, 0.8056313991546631, 0.9598581194877625, 0.6038213968276978, 0.21135607361793518, 0.520275890827179, 0.5200178623199463, 0.47960081696510315, 0.8193179965019226, 0.5480145215988159, 0.7793211936950684, 0.9576042890548706, 0.23034948110580444, 0.5720122456550598, 0.7136573195457458, 0.21004287898540497, 0.6186688542366028, 0.573189914226532, 0.8403350114822388, 0.15878485143184662, 0.4686638116836548, 0.24612364172935486, 0.7140134572982788, 0.4647117555141449, 0.8663585782051086, 0.5348734855651855, 0.6825423836708069, 0.7612602114677429, 0.8241459131240845, 0.7568224668502808, 0.1995098739862442, 0.7241736650466919, 0.8579115867614746, 0.4132639169692993, 0.5851358771324158, 0.31149721145629883, 0.894985020160675, 0.8429806232452393, 0.47191956639289856]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_pca_layer31_alpha4.0_both.npy
pca,31,6.0,both,0.6103896103896104,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[0.6082273125648499, 0.9632777571678162, 0.9989288449287415, 0.06437365710735321, 0.8656898140907288, 0.4047900438308716, 0.7063609957695007, 0.5271292328834534, 0.13065262138843536, 0.37021294236183167, 0.4798155128955841, 0.69086754322052, 0.24823471903800964, 0.8855013847351074, 0.42296913266181946, 0.055444348603487015, 0.5000066757202148, 0.6284492611885071, 0.1625652313232422, 0.5123046636581421, 0.3684767186641693, 0.8759939074516296, 0.8005918860435486, 0.05759024992585182, 0.3637722134590149, 0.831375241279602, 0.47796347737312317, 0.8594450354576111, 0.7691632509231567, 0.379518061876297, 0.9528625011444092, 0.6593640446662903, 0.492889404296875, 0.4827244281768799, 0.5903881192207336, 0.26752549409866333, 0.7589659094810486, 0.4869929254055023, 0.8615882992744446, 0.8193429112434387, 0.96275395154953, 0.6054842472076416, 0.2473267912864685, 0.5237119793891907, 0.5325096249580383, 0.47855785489082336, 0.8356441259384155, 0.5463628172874451, 0.7719813585281372, 0.9688524007797241, 0.20956885814666748, 0.5824854969978333, 0.7433179616928101, 0.19893112778663635, 0.6288785338401794, 0.5820572376251221, 0.8495886325836182, 0.16185849905014038, 0.46551230549812317, 0.24767738580703735, 0.7405131459236145, 0.47748368978500366, 0.8764223456382751, 0.5272979736328125, 0.7135770916938782, 0.7605857253074646, 0.8417700529098511, 0.7624836564064026, 0.20235851407051086, 0.740045964717865, 0.8638373613357544, 0.4064174294471741, 0.5873875617980957, 0.31575945019721985, 0.8934792876243591, 0.8467558026313782, 0.4643227458000183]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_pca_layer31_alpha6.0_both.npy
pca,31,8.0,both,0.6363636363636364,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[0.5728618502616882, 0.9659773111343384, 0.9991998076438904, 0.07114169746637344, 0.8749411106109619, 0.41552403569221497, 0.7008456587791443, 0.5121603012084961, 0.13542959094047546, 0.3449811041355133, 0.500028133392334, 0.6971185803413391, 0.2557750940322876, 0.8947319984436035, 0.4587266147136688, 0.04939091205596924, 0.45182862877845764, 0.6341880559921265, 0.16291293501853943, 0.55916827917099, 0.34125441312789917, 0.8896886110305786, 0.7901523113250732, 0.050497911870479584, 0.4007219076156616, 0.8536500930786133, 0.4625536799430847, 0.8736993074417114, 0.7699546813964844, 0.3412938416004181, 0.9524441361427307, 0.6767676472663879, 0.5074905753135681, 0.517681360244751, 0.5951888561248779, 0.2529599368572235, 0.7601168751716614, 0.4849998354911804, 0.8884626030921936, 0.8311330080032349, 0.9648128747940063, 0.6032193899154663, 0.2994127571582794, 0.5262248516082764, 0.5389841794967651, 0.479853093624115, 0.8510493636131287, 0.531791627407074, 0.7647005319595337, 0.9795698523521423, 0.18679316341876984, 0.5894389748573303, 0.772727370262146, 0.18661274015903473, 0.6473132967948914, 0.5785667896270752, 0.8631640672683716, 0.16676311194896698, 0.458894282579422, 0.25229334831237793, 0.7732535004615784, 0.48772868514060974, 0.8882479071617126, 0.5185756683349609, 0.7523254752159119, 0.7547222375869751, 0.8542303442955017, 0.7677005529403687, 0.2028987556695938, 0.7569594979286194, 0.8745561838150024, 0.39777347445487976, 0.5903540253639221, 0.30692410469055176, 0.8920244574546814, 0.8570042848587036, 0.45693981647491455]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_pca_layer31_alpha8.0_both.npy
mean,28,2.0,both,0.4935064935064935,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[0.061559975147247314, 0.8974809050559998, 0.9167174100875854, 0.012464724481105804, 0.745214581489563, 0.4298175573348999, 0.1604423224925995, 0.7430853247642517, 0.3752283751964569, 0.6029301881790161, 0.04074558988213539, 0.3278197944164276, 0.9405714869499207, 0.1791260689496994, 0.33366453647613525, 0.7683994770050049, 0.387938916683197, 0.32753050327301025, 0.34463101625442505, 0.4134167730808258, 0.6230470538139343, 0.1932045966386795, 0.6973863244056702, 0.192810520529747, 0.7116736173629761, 0.2136455774307251, 0.5594415664672852, 0.12032883614301682, 0.7981396317481995, 0.9834861755371094, 0.938345730304718, 0.8543714284896851, 0.7029117345809937, 0.257364422082901, 0.7718730568885803, 0.2946387529373169, 0.8005350232124329, 0.21151843667030334, 0.678878128528595, 0.6218271255493164, 0.9802631735801697, 0.530654788017273, 0.05904949828982353, 0.23486527800559998, 0.5393986105918884, 0.4243733584880829, 0.7878451347351074, 0.21442478895187378, 0.8169893622398376, 0.6877201199531555, 0.707728385925293, 0.8159748315811157, 0.1350439339876175, 0.2960570454597473, 0.7876697778701782, 0.4547734558582306, 0.6001741886138916, 0.9043155908584595, 0.4015154540538788, 0.679500937461853, 0.612321674823761, 0.41555023193359375, 0.16955044865608215, 0.37741005420684814, 0.47250211238861084, 0.3858432173728943, 0.261081725358963, 0.8510644435882568, 0.15094755589962006, 0.5984010696411133, 0.9547033309936523, 0.021234050393104553, 0.35118913650512695, 0.12464534491300583, 0.9437153935432434, 0.957095742225647, 0.36668717861175537]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer28_alpha2.0_both.npy
mean,28,4.0,both,0.44155844155844154,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[0.3150595426559448, 0.5972439050674438, 0.24472208321094513, 0.16084598004817963, 0.6987738609313965, 0.33748069405555725, 0.24834810197353363, 0.5145944356918335, 0.6781918406486511, 0.5822484493255615, 0.2299012392759323, 0.18644140660762787, 0.6360452175140381, 0.27025237679481506, 0.5186527371406555, 0.6867698431015015, 0.5585386157035828, 0.520526111125946, 0.40142127871513367, 0.47323307394981384, 0.6775758266448975, 0.4197726845741272, 0.5538594722747803, 0.8101444244384766, 0.3679509162902832, 0.21993377804756165, 0.37745681405067444, 0.22013019025325775, 0.5699428915977478, 0.9508410692214966, 0.8200876116752625, 0.7001374959945679, 0.3898575007915497, 0.2520029544830322, 0.566128671169281, 0.24418042600154877, 0.6142374277114868, 0.3352311849594116, 0.35296109318733215, 0.49612462520599365, 0.6069861054420471, 0.44513189792633057, 0.19442276656627655, 0.43663376569747925, 0.31249579787254333, 0.4470069110393524, 0.6517733931541443, 0.49866822361946106, 0.6330081224441528, 0.25603368878364563, 0.6163160800933838, 0.4395386874675751, 0.2034595012664795, 0.4373601973056793, 0.6357373595237732, 0.5201490521430969, 0.4464987516403198, 0.55448317527771, 0.4324633777141571, 0.4582793414592743, 0.5613632202148438, 0.5678423047065735, 0.29472634196281433, 0.5451939702033997, 0.7700166702270508, 0.4170551598072052, 0.33530133962631226, 0.5213536024093628, 0.4852829873561859, 0.5449437499046326, 0.482951819896698, 0.1714344024658203, 0.487062931060791, 0.32875585556030273, 0.7259701490402222, 0.7768498659133911, 0.28620803356170654]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer28_alpha4.0_both.npy
mean,28,6.0,both,0.38961038961038963,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0]","[0.24712210893630981, 0.5256465673446655, 0.30516746640205383, 0.2570157051086426, 0.5353394746780396, 0.3280920088291168, 0.2680880129337311, 0.46546101570129395, 0.6739580631256104, 0.5225555300712585, 0.22612324357032776, 0.21031883358955383, 0.5758351683616638, 0.3714199960231781, 0.5201085805892944, 0.5254035592079163, 0.5417919158935547, 0.4889443814754486, 0.37651902437210083, 0.47339093685150146, 0.6654844284057617, 0.3967054784297943, 0.5159376263618469, 0.6134791970252991, 0.32570943236351013, 0.24351170659065247, 0.42077159881591797, 0.22032098472118378, 0.3639349341392517, 0.7219504117965698, 0.6776601076126099, 0.7333261370658875, 0.4188440442085266, 0.3422275483608246, 0.4827839434146881, 0.22504183650016785, 0.5471356511116028, 0.48234865069389343, 0.29692453145980835, 0.3886420428752899, 0.5654552578926086, 0.36693280935287476, 0.25512340664863586, 0.49663594365119934, 0.28849920630455017, 0.4534584879875183, 0.6192954778671265, 0.6289873719215393, 0.6832712888717651, 0.43183571100234985, 0.4286995232105255, 0.42190349102020264, 0.20094068348407745, 0.39389491081237793, 0.5252922177314758, 0.5517067313194275, 0.3540368974208832, 0.3798653483390808, 0.5037328600883484, 0.40659987926483154, 0.39106884598731995, 0.5784579515457153, 0.2834922969341278, 0.6995367407798767, 0.8585472702980042, 0.47454220056533813, 0.3484298884868622, 0.5038294196128845, 0.5197650790214539, 0.4825986623764038, 0.7479163408279419, 0.1851404458284378, 0.5157637596130371, 0.4930269420146942, 0.46555548906326294, 0.7669227719306946, 0.31742149591445923]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer28_alpha6.0_both.npy
mean,28,8.0,both,0.4155844155844156,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0]","[0.23389703035354614, 0.594491720199585, 0.3265373110771179, 0.280900239944458, 0.4895745515823364, 0.31809261441230774, 0.2935587167739868, 0.443586528301239, 0.6665724515914917, 0.5234905481338501, 0.27794817090034485, 0.25765907764434814, 0.5337845683097839, 0.4002845287322998, 0.513375461101532, 0.4146965444087982, 0.5117089748382568, 0.4775995910167694, 0.3949049115180969, 0.5208142995834351, 0.6589438319206238, 0.41330045461654663, 0.5659501552581787, 0.597806453704834, 0.35477396845817566, 0.29082250595092773, 0.4449380338191986, 0.2573694884777069, 0.35574430227279663, 0.5513206124305725, 0.6466584801673889, 0.7555937170982361, 0.43510228395462036, 0.4403460919857025, 0.435820609331131, 0.22294357419013977, 0.48421645164489746, 0.5920392870903015, 0.35945919156074524, 0.3758963942527771, 0.6055631041526794, 0.35421839356422424, 0.3305839002132416, 0.5088048577308655, 0.2934141755104065, 0.4577329456806183, 0.5894110798835754, 0.6747026443481445, 0.6525651812553406, 0.5292828679084778, 0.38617053627967834, 0.42264890670776367, 0.25109386444091797, 0.4041363000869751, 0.5158169269561768, 0.5660468935966492, 0.3683963716030121, 0.34711596369743347, 0.5190132856369019, 0.4008730351924896, 0.41483381390571594, 0.5757226943969727, 0.26588064432144165, 0.7004777789115906, 0.8622249364852905, 0.5022807121276855, 0.3985600471496582, 0.40720540285110474, 0.5042096972465515, 0.44556745886802673, 0.7795300483703613, 0.24552004039287567, 0.5067790150642395, 0.5141646862030029, 0.4535178542137146, 0.7521130442619324, 0.3565335273742676]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer28_alpha8.0_both.npy
mean,29,2.0,both,0.6233766233766234,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1]","[0.25500035285949707, 0.8405973315238953, 0.9788134098052979, 0.047251343727111816, 0.6984779238700867, 0.5139405131340027, 0.34625113010406494, 0.6002265810966492, 0.25145646929740906, 0.4179397225379944, 0.11230673640966415, 0.46120259165763855, 0.8575927019119263, 0.3116651475429535, 0.375784307718277, 0.6008968949317932, 0.37206506729125977, 0.3485303521156311, 0.3059348464012146, 0.43349146842956543, 0.5947163105010986, 0.47658535838127136, 0.6942628026008606, 0.08870697766542435, 0.5971938967704773, 0.5012578964233398, 0.34787043929100037, 0.2173037827014923, 0.8733546137809753, 0.9101552367210388, 0.9387463331222534, 0.9082496166229248, 0.5042682886123657, 0.46707966923713684, 0.7694898247718811, 0.3987644612789154, 0.7474538087844849, 0.5602763891220093, 0.7284161448478699, 0.7303691506385803, 0.9464462995529175, 0.5392531156539917, 0.38162457942962646, 0.47435104846954346, 0.50340336561203, 0.4276445806026459, 0.6922672390937805, 0.5732281804084778, 0.8454108834266663, 0.8503955602645874, 0.5325229167938232, 0.6684656739234924, 0.29900625348091125, 0.3220314681529999, 0.7386293411254883, 0.4564805328845978, 0.6144733428955078, 0.8375006318092346, 0.7146062850952148, 0.518900454044342, 0.7406008839607239, 0.5135300755500793, 0.5134142637252808, 0.6029788255691528, 0.8037571907043457, 0.4692889153957367, 0.5542965531349182, 0.8961719870567322, 0.21174150705337524, 0.6942567229270935, 0.9675551056861877, 0.11423142999410629, 0.6442590355873108, 0.230003222823143, 0.9131792783737183, 0.8846423625946045, 0.6455739140510559]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer29_alpha2.0_both.npy
mean,29,4.0,both,0.5064935064935064,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1]","[0.6420477032661438, 0.41065728664398193, 0.488532155752182, 0.36828500032424927, 0.6761260032653809, 0.4966922104358673, 0.5587392449378967, 0.5421004295349121, 0.4619605839252472, 0.4562644958496094, 0.31208348274230957, 0.18866941332817078, 0.6657366752624512, 0.35632526874542236, 0.4825112521648407, 0.8003352880477905, 0.5592639446258545, 0.37214505672454834, 0.40172722935676575, 0.5304175019264221, 0.7468531131744385, 0.4721263349056244, 0.6388165354728699, 0.05869019404053688, 0.23769135773181915, 0.3088158369064331, 0.36304771900177, 0.29164355993270874, 0.7102934122085571, 0.5551003217697144, 0.7588603496551514, 0.8229654431343079, 0.3386172950267792, 0.47248026728630066, 0.5887970328330994, 0.37275758385658264, 0.5600818395614624, 0.5976897478103638, 0.3521856665611267, 0.36107802391052246, 0.5870972275733948, 0.46773916482925415, 0.3624851107597351, 0.429997056722641, 0.47573354840278625, 0.4117422103881836, 0.574114978313446, 0.4598034918308258, 0.6321249604225159, 0.23842237889766693, 0.5258263349533081, 0.6140123009681702, 0.4471293091773987, 0.5115519762039185, 0.6441813707351685, 0.5394647121429443, 0.4603725075721741, 0.737226128578186, 0.6326468586921692, 0.4494466781616211, 0.620866596698761, 0.5313432812690735, 0.6126618981361389, 0.6669233441352844, 0.8142030835151672, 0.4361784756183624, 0.6255373358726501, 0.9825465679168701, 0.39763593673706055, 0.3599914312362671, 0.978742241859436, 0.4045726954936981, 0.7341604828834534, 0.46489420533180237, 0.6261391639709473, 0.5604363679885864, 0.7515772581100464]",data/llm/steering_vectors/steering_truthfulqa_llama-3.1-8b-instruct_mean_layer29_alpha4.0_both.npy
